,id,gender,car,realty,cnt_children,income,income_type,education_type,fam_status,housing_type,mobile_phone,work_phone,phone,email,job_title,cnt_fam_members,age,work_experience,bad_debt,good_debt,status
5325,5036815,f,0,1,1,157500,working,secondary,civil_marriage,house,1,0,0,0,sales_staff,3,40,8,0,19,1
12011,5068999,f,1,1,1,279000,working,higher_education,civil_marriage,house,1,1,1,0,managers,3,45,11,0,17,1
13940,5090014,m,1,1,0,225000,working,incomplete_higher,married,house,1,0,0,0,laborers,2,33,5,0,19,1
21046,5125985,m,0,0,1,135000,working,secondary,married,house,1,0,0,0,low-skill_laborers,3,35,7,0,12,1
21358,5126524,m,1,0,0,157500,working,higher_education,married,house,1,0,1,0,laborers,2,57,7,0,36,1
12647,5079159,f,1,1,3,157500,working,higher_education,married,house,1,0,0,0,core_staff,5,36,3,0,18,1
19663,5117118,m,1,1,0,225000,working,incomplete_higher,married,house,1,0,1,0,drivers,2,46,2,1,20,1
1224,5010975,m,1,1,0,126000,working,higher_education,married,house,1,0,0,1,sales_staff,2,50,10,0,24,1
16306,5097065,f,0,1,0,121500,working,secondary,married,house,1,0,0,0,managers,2,52,23,14,21,1
18932,5115746,f,0,1,0,180000,state_servant,higher_education,married,house,1,1,0,0,high_skill_tech_staff,2,60,35,0,15,1
16486,5099955,f,1,1,1,225000,commercial_associate,higher_education,married,house,1,0,0,0,accountants,3,31,2,0,6,1
12753,5085696,f,0,1,0,121500,working,secondary,married,house,1,0,0,0,cooking_staff,2,57,1,0,10,1
6942,5046116,f,0,1,0,135000,working,secondary,married,house,1,1,1,0,managers,2,56,9,0,27,1
20850,5125665,f,0,0,0,45000,state_servant,secondary,married,house,1,1,1,0,core_staff,2,51,11,2,32,1
23149,5142685,m,0,0,2,157500,commercial_associate,secondary,married,house,1,1,0,0,managers,4,42,3,0,15,1
5705,5038836,m,0,1,0,90000,working,secondary,married,house,1,0,0,0,laborers,2,51,4,0,3,1
4707,5033567,f,1,0,0,81000,working,secondary,married,house,1,1,1,0,sales_staff,2,45,4,0,32,1
22588,5139478,f,1,1,0,166500,working,secondary,civil_marriage,house,1,0,0,0,sales_staff,2,41,9,0,41,1
3200,5024749,f,0,1,0,247500,commercial_associate,secondary,married,house,1,0,0,0,medicine_staff,2,45,24,1,17,1
18227,5113711,f,1,1,1,405000,state_servant,secondary,married,house,1,0,1,1,laborers,3,47,2,0,47,1
4350,5029350,m,1,1,0,270000,working,higher_education,married,house,1,0,0,0,drivers,2,30,2,0,14,1
10797,5066868,m,1,1,0,270000,working,secondary,single,house,1,0,0,0,laborers,1,38,5,0,15,1
7354,5048031,m,1,1,2,180000,working,secondary,civil_marriage,house,1,0,0,0,laborers,4,36,14,0,19,1
3705,5026617,f,0,1,1,202500,working,secondary,separated,house,1,0,0,0,laborers,2,49,13,0,4,1
12968,5087506,f,1,1,0,157500,commercial_associate,higher_education,civil_marriage,house,1,1,1,0,managers,2,42,3,0,7,1
6142,5041930,m,0,0,0,121500,working,secondary,married,house,1,0,1,0,laborers,2,29,2,0,35,1
2837,5024094,f,1,0,0,126000,state_servant,incomplete_higher,single,house,1,1,0,0,core_staff,1,33,15,0,28,1
15045,5092013,f,0,0,0,112500,commercial_associate,higher_education,married,with_parents,1,0,0,0,accountants,2,54,5,1,30,1
14355,5090842,f,1,1,0,144000,working,secondary,married,house,1,1,1,0,cooking_staff,2,60,16,0,17,1
18242,5113731,f,1,1,2,90000,commercial_associate,secondary,married,house,1,0,0,0,accountants,4,43,10,0,17,1
13360,5088953,f,0,0,0,360000,commercial_associate,secondary,married,house,1,0,0,0,managers,2,51,5,0,15,1
10728,5066691,f,0,1,0,180000,commercial_associate,higher_education,civil_marriage,house,1,0,1,1,sales_staff,2,36,1,0,31,1
19530,5116856,f,0,0,0,135000,working,higher_education,single,house,1,0,0,0,core_staff,1,27,2,0,3,1
17728,5112850,f,1,1,0,180000,working,secondary,married,house,1,0,0,1,managers,2,34,5,2,21,1
3663,5026478,f,1,1,0,225000,working,secondary,married,house,1,0,0,0,laborers,2,46,9,0,10,1
8090,5052651,f,0,1,0,103500,working,secondary,married,house,1,0,0,1,it_staff,2,29,2,1,1,0
2475,5023426,m,0,1,3,157500,working,higher_education,married,house,1,0,0,0,laborers,5,39,11,0,33,1
20619,5125233,f,0,1,2,157500,commercial_associate,higher_education,married,house,1,0,0,0,high_skill_tech_staff,4,38,1,0,9,1
7495,5048317,f,0,0,0,90000,working,higher_education,separated,house,1,0,0,0,core_staff,1,60,5,0,14,1
2318,5023082,m,0,1,0,135000,state_servant,incomplete_higher,single,house,1,0,0,0,high_skill_tech_staff,1,24,1,0,16,1
14329,5090783,f,0,1,0,157500,commercial_associate,secondary,married,house,1,0,0,0,security_staff,2,46,3,0,38,1
23527,5143327,f,0,1,0,27000,working,secondary,married,house,1,1,0,0,security_staff,2,53,4,0,29,1
21418,5126621,f,0,0,0,67500,state_servant,secondary,married,co-op_apartment,1,0,0,0,high_skill_tech_staff,2,50,21,0,32,1
19369,5116529,f,0,1,1,157500,working,secondary,married,house,1,0,1,0,sales_staff,3,39,1,0,13,1
12372,5074662,m,0,1,0,135000,working,secondary,married,house,1,0,0,0,laborers,2,60,9,0,6,1
23704,5145708,f,0,1,2,135000,working,secondary,married,house,1,0,0,0,security_staff,4,36,13,1,20,1
18076,5113456,f,0,1,1,126000,commercial_associate,secondary,married,house,1,0,0,0,laborers,3,50,12,0,14,1
5820,5041180,f,1,1,0,382500,commercial_associate,higher_education,married,house,1,0,1,0,managers,2,55,18,0,21,1
16881,5105109,f,0,1,1,135000,working,higher_education,married,house,1,0,0,0,accountants,3,30,9,0,21,1
15972,5096297,f,0,0,0,450000,working,higher_education,married,house,1,1,0,0,managers,2,30,7,1,15,1
22347,5137245,f,0,0,0,90000,working,secondary,married,house,1,1,1,0,secretaries,2,48,9,0,26,1
15099,5092129,m,1,1,1,198000,commercial_associate,higher_education,civil_marriage,house,1,0,1,0,managers,3,45,12,3,22,1
13002,5087675,m,1,0,0,90000,working,secondary,single,house,1,0,0,0,laborers,1,40,5,0,33,1
23244,5142814,m,1,0,0,126000,commercial_associate,incomplete_higher,married,house,1,0,1,0,laborers,2,29,8,0,7,1
12544,5078980,m,1,1,0,247500,working,secondary,married,house,1,0,0,0,drivers,2,60,8,0,22,1
18214,5113689,f,0,1,0,292500,working,secondary,married,house,1,0,0,1,sales_staff,2,34,13,1,3,1
2266,5022947,f,1,0,0,202500,commercial_associate,incomplete_higher,separated,house,1,0,1,1,accountants,1,39,4,0,26,1
5466,5037152,f,0,1,0,135000,commercial_associate,secondary,married,house,1,0,0,0,waiters,2,43,5,0,38,1
18979,5115829,m,1,1,0,315000,commercial_associate,higher_education,married,house,1,0,0,0,managers,2,36,1,0,20,1
15609,5095559,f,0,0,0,90000,working,secondary,married,house,1,1,0,0,laborers,2,45,2,1,58,1
8969,5054292,f,0,0,1,121500,working,secondary,civil_marriage,house,1,1,0,0,core_staff,3,35,2,0,18,1
13265,5088821,f,0,1,0,45000,working,secondary,married,house,1,0,0,0,medicine_staff,2,56,18,2,11,1
10223,5062611,f,0,0,1,135000,commercial_associate,secondary,separated,house,1,0,0,0,private_service_staff,2,30,8,0,4,1
8041,5051219,m,1,0,0,540000,commercial_associate,higher_education,married,house,1,0,1,0,managers,2,48,17,0,38,1
11164,5067513,m,1,1,1,225000,commercial_associate,secondary,married,house,1,0,0,0,laborers,3,52,3,0,29,1
14282,5090696,f,0,0,0,315000,commercial_associate,higher_education,married,house,1,1,1,1,sales_staff,2,45,1,0,12,1
23496,5143243,f,0,0,0,135000,state_servant,higher_education,separated,with_parents,1,1,0,0,it_staff,1,54,6,0,25,1
18962,5115798,f,0,1,1,135000,commercial_associate,secondary,single,house,1,0,0,0,laborers,2,40,21,0,11,1
21076,5126024,m,0,1,0,90000,working,secondary,single,house,1,1,0,0,laborers,1,25,3,1,15,1
9085,5054500,m,1,1,0,225000,commercial_associate,secondary,single,house,1,0,0,0,laborers,1,23,3,0,17,1
22890,5142223,f,0,1,1,112500,working,secondary,married,house,1,0,0,0,core_staff,3,27,3,0,28,1
5411,5036990,f,1,1,1,135000,working,secondary,single,house,1,0,0,0,laborers,2,38,3,0,47,1
7846,5050793,f,0,0,0,315000,state_servant,higher_education,married,house,1,0,0,0,core_staff,2,59,19,0,10,1
4882,5033924,m,1,1,0,157500,working,secondary,married,house,1,1,1,0,drivers,2,28,5,1,38,1
16895,5105128,m,1,1,0,157500,working,secondary,married,house,1,0,0,0,laborers,2,30,5,0,38,1
2628,5023668,f,0,1,0,90000,working,secondary,married,house,1,0,0,0,cooking_staff,2,45,5,0,33,1
4953,5035492,f,0,1,0,135000,working,secondary,married,house,1,0,0,0,laborers,2,50,6,0,26,1
20005,5117640,m,0,0,1,135000,working,secondary,married,house,1,1,0,0,security_staff,3,31,1,0,48,1
11635,5068415,m,0,1,1,135000,working,secondary,married,house,1,0,0,0,drivers,3,35,15,0,40,1
20326,5118298,f,0,0,2,139500,working,incomplete_higher,married,with_parents,1,1,1,0,core_staff,4,37,9,0,33,1
10151,5062481,f,0,1,0,157500,working,higher_education,married,house,1,0,0,1,medicine_staff,2,43,9,0,40,1
7275,5047913,f,0,1,0,135000,working,secondary,married,house,1,0,0,0,laborers,2,55,7,0,33,1
14061,5090232,f,0,1,0,135000,working,secondary,widow,house,1,0,0,0,high_skill_tech_staff,1,61,26,0,18,1
10449,5065567,f,0,0,1,135000,working,secondary,widow,house,1,0,0,0,sales_staff,2,38,1,0,11,1
17236,5105741,f,0,1,3,292500,commercial_associate,secondary,married,house,1,0,0,0,core_staff,5,34,2,2,21,1
22012,5135738,m,0,1,2,112500,working,secondary,married,house,1,0,0,0,laborers,4,33,12,0,20,1
19748,5117256,f,1,1,0,207000,state_servant,higher_education,married,house,1,0,0,0,medicine_staff,2,62,10,0,39,1
18906,5115708,m,0,1,1,202500,state_servant,higher_education,married,house,1,0,0,0,core_staff,3,30,7,1,12,1
22549,5139312,m,1,1,0,180000,state_servant,higher_education,married,house,1,0,0,0,high_skill_tech_staff,2,28,2,0,5,1
12596,5079068,m,1,1,0,225000,working,secondary,civil_marriage,house,1,1,1,0,laborers,2,34,7,0,12,1
1856,5022244,f,0,1,0,202500,working,secondary,married,house,1,0,0,1,high_skill_tech_staff,2,42,23,0,5,1
10362,5065403,f,0,1,2,135000,working,secondary,married,house,1,0,1,0,laborers,4,35,12,0,5,1
19200,5116257,m,1,1,2,292500,working,secondary,married,house,1,0,0,0,laborers,4,39,9,0,6,1
13804,5089706,m,0,0,0,130500,working,secondary,single,with_parents,1,0,0,0,laborers,1,33,10,0,21,1
20665,5125309,m,0,1,3,157500,working,secondary,married,house,1,0,0,0,laborers,5,39,8,0,32,1
22069,5135826,f,0,1,0,90000,commercial_associate,secondary,married,house,1,0,0,0,laborers,2,54,8,0,12,1
19531,5116857,f,0,0,0,135000,working,higher_education,single,house,1,0,0,0,core_staff,1,27,2,0,3,1
2848,5024109,f,0,1,0,180000,working,secondary,married,house,1,1,1,0,accountants,2,61,5,0,57,1
16985,5105253,m,1,1,0,81000,working,secondary,married,house,1,0,0,0,high_skill_tech_staff,2,38,4,0,19,1
17566,5111157,f,1,1,1,81000,working,higher_education,married,house,1,1,1,0,core_staff,3,30,4,0,43,1
4657,5033471,m,0,0,0,247500,state_servant,secondary,married,house,1,0,0,0,core_staff,2,33,8,0,13,1
3209,5024763,f,1,1,1,337500,commercial_associate,higher_education,married,house,1,0,0,0,high_skill_tech_staff,3,40,4,0,8,1
11962,5068918,f,0,1,1,112500,working,secondary,civil_marriage,house,1,0,0,0,core_staff,3,38,10,0,13,1
16171,5096796,m,1,1,0,337500,working,higher_education,separated,house,1,0,0,0,laborers,1,37,2,0,4,1
18306,5113837,f,0,1,0,135000,commercial_associate,higher_education,married,house,1,1,0,1,core_staff,2,25,3,0,8,1
13483,5089174,f,1,0,1,184500,working,higher_education,separated,with_parents,1,1,0,0,core_staff,2,37,13,0,18,1
20742,5125461,f,0,0,1,112500,working,higher_education,married,house,1,0,0,1,core_staff,3,30,1,0,4,1
3361,5025045,f,0,0,0,157500,commercial_associate,secondary,civil_marriage,house,1,1,0,0,private_service_staff,2,45,10,5,47,1
9124,5054583,f,0,1,0,382500,working,secondary,widow,house,1,1,0,0,private_service_staff,1,51,15,0,36,1
22885,5142218,m,1,1,0,157500,state_servant,secondary,married,house,1,0,0,0,managers,2,44,5,0,33,1
218,5009149,m,1,0,0,315000,working,higher_education,married,house,1,1,1,0,managers,2,44,11,0,8,1
10471,5065591,f,1,0,1,90000,state_servant,secondary,married,municipal_apartment,1,1,1,0,medicine_staff,3,39,20,0,3,1
355,5009361,m,1,0,0,180000,commercial_associate,higher_education,civil_marriage,house,1,1,0,0,drivers,2,41,2,0,21,1
2756,5023950,m,1,1,1,148500,working,secondary,married,house,1,0,0,0,laborers,3,41,15,0,16,1
809,5010234,m,1,1,0,225000,working,secondary,married,house,1,0,0,0,drivers,2,46,12,0,35,1
3984,5028611,m,1,1,0,225000,commercial_associate,higher_education,single,with_parents,1,0,1,0,sales_staff,1,30,6,0,16,1
6559,5045342,m,1,1,0,176400,commercial_associate,higher_education,married,rented_apartment,1,1,1,0,sales_staff,2,27,1,0,4,1
3347,5025013,f,0,0,0,117000,commercial_associate,secondary,married,house,1,0,0,0,sales_staff,2,43,7,1,53,1
13400,5089030,f,0,0,0,171000,working,secondary,married,house,1,0,0,0,laborers,2,48,5,0,26,1
11549,5068280,f,1,1,0,450000,commercial_associate,secondary,single,house,1,0,0,0,core_staff,1,44,6,0,13,1
10309,5065313,f,0,1,1,157500,state_servant,higher_education,married,house,1,0,0,0,core_staff,3,43,12,11,38,1
461,5009565,m,1,0,0,180000,working,secondary,married,house,1,1,1,0,laborers,2,42,9,0,40,1
1486,5021519,f,0,1,0,144000,state_servant,secondary,married,house,1,0,1,0,high_skill_tech_staff,2,50,28,0,30,1
16906,5105139,f,0,1,0,112500,working,secondary,single,house,1,0,0,0,laborers,1,28,3,0,17,1
7272,5047907,f,0,1,2,202500,working,secondary,married,municipal_apartment,1,0,0,0,laborers,4,32,13,0,48,1
22255,5137016,m,1,0,0,180000,working,secondary,single,house,1,1,0,0,drivers,1,33,8,0,26,1
23884,5146103,f,1,1,0,175500,working,secondary,married,house,1,0,0,0,sales_staff,2,50,9,0,16,1
15251,5092449,m,1,1,0,360000,working,higher_education,married,house,1,0,1,0,managers,2,62,6,0,12,1
11819,5068694,m,0,1,0,148500,working,secondary,single,house,1,0,0,0,laborers,1,33,3,0,2,1
4821,5033791,f,0,1,0,90000,commercial_associate,incomplete_higher,married,house,1,0,0,0,laborers,2,28,9,0,40,1
7967,5051075,f,0,0,0,270000,commercial_associate,secondary,separated,municipal_apartment,1,1,1,0,sales_staff,1,47,4,0,15,1
6250,5042144,f,0,0,0,247500,working,higher_education,married,house,1,1,1,0,managers,2,39,21,1,5,1
8352,5053222,f,0,1,0,112500,working,secondary,married,house,1,1,1,0,laborers,2,57,9,0,14,1
3268,5024868,f,0,0,0,211500,working,secondary,married,house,1,1,1,0,security_staff,2,51,10,0,52,1
8253,5052982,f,0,1,0,112500,working,secondary,married,house,1,0,0,0,sales_staff,2,53,5,0,7,1
19974,5117594,f,0,0,0,144000,working,secondary,single,house,1,1,1,0,core_staff,1,47,21,0,60,1
13831,5089755,f,0,0,0,58500,working,secondary,married,house,1,0,1,0,security_staff,2,38,2,0,19,1
14325,5090778,f,0,1,0,202500,working,higher_education,single,house,1,0,1,0,sales_staff,1,46,4,1,34,1
18636,5114500,m,0,0,2,180000,working,secondary,married,house,1,0,0,1,laborers,4,28,7,0,32,1
21835,5135490,m,1,1,2,225000,working,secondary,married,house,1,0,0,0,laborers,4,29,10,0,20,1
2890,5024165,m,1,1,3,202500,working,secondary,married,house,1,0,0,0,laborers,5,37,6,0,3,1
19232,5116320,f,0,1,2,157500,working,secondary,married,house,1,0,0,0,laborers,4,39,6,0,8,1
23609,5143487,m,0,1,1,157500,commercial_associate,secondary,married,house,1,0,0,0,drivers,3,33,4,0,44,1
13045,5087862,f,0,1,1,112500,working,secondary,married,house,1,0,0,0,private_service_staff,3,32,5,0,5,1
11907,5068832,f,0,1,1,157500,commercial_associate,secondary,married,municipal_apartment,1,0,0,1,sales_staff,3,37,4,0,3,1
109,5008937,f,0,1,0,297000,commercial_associate,secondary,single,rented_apartment,1,0,0,0,laborers,1,43,9,0,2,1
20831,5125622,m,1,1,0,112500,working,secondary,married,house,1,0,0,0,laborers,2,52,13,0,36,1
14905,5091789,m,0,1,2,450000,commercial_associate,higher_education,married,house,1,0,0,0,managers,4,38,2,0,37,1
15403,5095118,f,0,1,0,67500,working,higher_education,married,house,1,0,0,0,core_staff,2,39,5,0,20,1
296,5009261,f,0,0,0,202500,state_servant,higher_education,married,with_parents,1,0,1,0,core_staff,2,40,4,1,21,1
2773,5023982,m,1,1,1,270000,commercial_associate,secondary,married,house,1,0,0,0,drivers,3,42,6,0,23,1
3414,5025160,m,1,0,0,225000,working,secondary,married,house,1,0,0,0,laborers,2,37,1,0,11,1
7200,5047737,m,1,1,0,135000,commercial_associate,secondary,single,house,1,0,0,1,sales_staff,1,24,2,0,3,1
22375,5137286,f,0,0,0,405000,commercial_associate,higher_education,married,house,1,0,1,0,managers,2,38,1,0,26,1
14374,5090879,f,1,1,0,337500,working,higher_education,civil_marriage,office_apartment,1,0,0,1,drivers,2,40,9,0,41,1
5395,5036967,m,1,1,0,270000,working,higher_education,married,house,1,1,1,0,managers,2,61,22,0,12,1
10948,5067129,m,0,0,0,180000,commercial_associate,higher_education,civil_marriage,house,1,0,0,1,laborers,2,54,1,0,41,1
10313,5065320,m,1,1,2,315000,working,secondary,married,house,1,0,0,0,drivers,4,35,5,0,16,1
14608,5091293,m,0,1,1,112500,working,secondary,married,house,1,0,0,0,drivers,3,42,5,0,31,1
19424,5116663,f,0,1,1,180000,working,secondary,married,house,1,0,0,0,laborers,3,42,7,0,6,1
7228,5047812,f,1,0,0,103500,working,higher_education,married,house,1,1,1,0,sales_staff,2,40,8,0,26,1
2719,5023875,f,0,1,0,180000,commercial_associate,secondary,single,house,1,1,0,0,managers,1,52,5,0,26,1
14692,5091433,m,1,1,0,112500,working,secondary,civil_marriage,house,1,0,0,0,low-skill_laborers,2,37,3,0,10,1
23512,5143282,m,1,1,0,405000,working,secondary,married,house,1,0,0,0,sales_staff,2,50,2,0,32,1
15566,5095453,f,1,1,2,202500,commercial_associate,secondary,married,house,1,0,0,0,sales_staff,4,28,2,0,4,1
13989,5090081,f,0,1,0,225000,working,higher_education,single,house,1,0,1,0,managers,1,34,8,0,8,1
16065,5096517,f,0,0,0,189000,commercial_associate,secondary,civil_marriage,house,1,0,0,0,managers,2,45,2,0,36,1
18968,5115811,f,1,1,2,90000,working,higher_education,married,house,1,1,1,0,accountants,4,32,6,0,4,1
7166,5047668,f,0,0,1,180000,state_servant,higher_education,married,house,1,1,1,1,core_staff,3,39,7,0,28,1
19995,5117621,f,0,0,0,166500,working,higher_education,married,house,1,0,0,0,core_staff,2,59,11,0,17,1
1099,5010774,f,0,1,0,135000,working,higher_education,married,with_parents,1,0,0,0,sales_staff,2,39,13,0,20,1
2696,5023834,m,0,0,1,112500,working,secondary,married,house,1,0,0,0,high_skill_tech_staff,3,39,6,0,37,1
21528,5132300,m,1,1,0,184500,working,secondary,married,house,1,0,0,0,drivers,2,34,4,0,10,1
15769,5095962,f,0,0,0,135000,working,secondary,married,house,1,1,0,0,managers,2,45,21,0,7,1
17722,5112840,f,0,1,1,135000,working,secondary,married,house,1,0,0,0,medicine_staff,3,34,5,0,3,1
12770,5085738,m,0,1,0,270000,working,secondary,separated,house,1,1,1,0,laborers,1,37,3,0,26,1
6309,5042257,f,0,1,0,270000,commercial_associate,secondary,civil_marriage,house,1,0,0,0,sales_staff,2,45,2,0,3,1
14446,5091012,f,0,1,0,90000,working,lower_secondary,married,house,1,0,1,0,medicine_staff,2,31,9,0,16,1
63,5008891,f,0,1,0,297000,commercial_associate,secondary,single,rented_apartment,1,0,0,0,laborers,1,43,9,0,8,1
17489,5106146,m,1,1,0,360000,working,secondary,married,house,1,0,0,0,drivers,2,38,4,0,5,1
4420,5029457,f,1,1,1,112500,commercial_associate,higher_education,civil_marriage,house,1,0,0,1,core_staff,3,29,9,0,16,1
17277,5105791,m,0,0,0,121500,state_servant,incomplete_higher,single,house,1,1,0,0,laborers,1,25,5,1,3,1
18077,5113457,f,0,1,1,126000,commercial_associate,secondary,married,house,1,0,0,0,laborers,3,50,12,0,37,1
11471,5068121,m,0,1,0,180000,working,secondary,married,house,1,0,0,0,laborers,2,47,9,0,2,1
14952,5091857,m,1,1,0,135000,working,incomplete_higher,married,house,1,1,0,1,laborers,2,35,15,0,5,1
8691,5053824,m,1,1,0,180000,working,incomplete_higher,single,house,1,0,0,0,laborers,1,30,5,0,15,1
20338,5118310,m,1,0,0,148500,working,secondary,married,house,1,0,1,0,laborers,2,52,30,0,4,1
15479,5095269,f,1,1,0,126000,commercial_associate,secondary,married,house,1,0,0,0,core_staff,2,29,3,0,46,1
1718,5021965,f,0,0,1,103500,working,secondary,married,house,1,0,0,0,sales_staff,3,33,4,0,19,1
22411,5137334,f,0,0,1,157500,working,secondary,married,house,1,1,1,0,sales_staff,3,28,8,0,5,1
6622,5045448,f,1,1,0,247500,working,secondary,single,house,1,0,0,0,laborers,1,53,16,0,29,1
16291,5097045,f,0,1,0,225000,working,secondary,married,house,1,1,0,0,cooking_staff,2,54,28,0,13,1
24098,5148426,f,0,1,0,135000,commercial_associate,secondary,civil_marriage,house,1,1,1,0,drivers,2,47,10,0,39,1
21742,5132948,f,0,1,1,157500,state_servant,secondary,single,house,1,0,0,0,waiters,2,35,4,0,2,1
2965,5024345,m,1,1,0,585000,commercial_associate,secondary,married,with_parents,1,0,0,0,drivers,2,46,5,0,10,1
3948,5028552,f,1,1,0,315000,commercial_associate,secondary,married,house,1,0,0,1,core_staff,2,43,16,0,44,1
7081,5046456,m,1,0,1,405000,commercial_associate,higher_education,married,house,1,0,0,0,managers,3,34,2,0,12,1
4814,5033777,m,1,1,0,405000,commercial_associate,secondary,married,house,1,0,0,0,drivers,2,60,15,0,14,1
18950,5115781,m,0,1,0,270000,working,secondary,married,with_parents,1,1,0,0,laborers,2,41,8,0,36,1
8538,5053561,m,1,1,1,193500,working,secondary,married,house,1,1,0,0,core_staff,3,29,7,0,20,1
8527,5053549,m,1,1,0,135000,working,secondary,married,house,1,0,1,0,laborers,2,58,4,0,19,1
13197,5088554,f,0,1,0,90000,commercial_associate,higher_education,separated,house,1,0,0,0,core_staff,1,51,25,0,18,1
17764,5112915,f,0,1,1,225000,commercial_associate,secondary,married,house,1,0,1,0,managers,3,39,2,0,18,1
14528,5091176,f,0,1,1,67500,working,secondary,separated,house,1,1,1,0,accountants,2,31,6,0,3,1
1157,5010856,f,0,1,0,157500,commercial_associate,secondary,married,house,1,0,0,0,security_staff,2,46,3,0,37,1
2086,5022673,f,0,1,1,315000,commercial_associate,higher_education,married,house,1,0,0,1,accountants,3,40,16,0,17,1
14157,5090444,m,1,1,0,270000,working,secondary,married,house,1,0,0,0,security_staff,2,56,2,2,26,1
13275,5088832,f,0,1,0,612000,state_servant,secondary,married,house,1,0,0,1,accountants,2,35,11,2,4,1
3704,5026616,f,0,1,1,202500,working,secondary,separated,house,1,0,0,0,laborers,2,49,13,0,4,1
6422,5044814,f,0,1,0,135000,working,higher_education,single,house,1,0,0,0,managers,1,25,4,0,3,1
15644,5095643,f,0,0,1,180000,commercial_associate,secondary,civil_marriage,municipal_apartment,1,0,0,0,sales_staff,3,30,5,0,19,1
17265,5105778,f,1,0,1,171000,commercial_associate,higher_education,married,house,1,1,0,0,accountants,3,31,6,0,13,1
589,5009837,f,0,0,0,135000,state_servant,secondary,civil_marriage,house,1,0,0,0,medicine_staff,2,36,16,0,12,1
17775,5112935,m,0,1,0,211500,commercial_associate,higher_education,married,house,1,1,0,0,laborers,2,64,16,0,16,1
3443,5025219,f,0,1,1,184500,working,secondary,married,house,1,0,0,0,laborers,3,32,14,0,6,1
21640,5132720,f,0,1,0,135000,working,secondary,married,house,1,0,1,0,medicine_staff,2,67,9,0,14,1
22109,5135900,f,0,1,2,90000,state_servant,secondary,civil_marriage,house,1,1,0,0,core_staff,4,35,8,0,6,1
25048,5150218,m,1,1,0,116100,working,secondary,married,house,1,0,0,0,laborers,2,28,7,0,22,1
8147,5052765,f,0,1,0,315000,working,secondary,married,house,1,0,0,0,sales_staff,2,60,5,2,12,1
10201,5062578,f,1,1,0,360000,commercial_associate,secondary,married,municipal_apartment,1,0,0,0,accountants,2,46,9,0,60,1
23589,5143426,m,1,0,1,315000,state_servant,higher_education,married,municipal_apartment,1,0,0,0,core_staff,3,25,3,1,7,1
6183,5042016,m,1,0,0,180000,working,secondary,married,house,1,0,1,0,drivers,2,29,1,2,12,1
8880,5054162,f,1,0,0,315000,commercial_associate,secondary,civil_marriage,house,1,1,0,0,high_skill_tech_staff,2,39,5,0,8,1
15993,5096320,m,1,0,0,270000,commercial_associate,higher_education,single,house,1,0,0,0,core_staff,1,27,1,0,10,1
6145,5041933,m,0,0,0,121500,working,secondary,married,house,1,0,1,0,laborers,2,29,2,0,20,1
7634,5048620,m,1,1,0,315000,commercial_associate,higher_education,married,office_apartment,1,0,0,0,core_staff,2,38,13,0,59,1
3087,5024564,f,0,0,0,270000,working,secondary,single,house,1,0,1,1,high_skill_tech_staff,1,33,6,7,19,1
5822,5041203,f,0,1,0,180000,working,higher_education,widow,house,1,0,0,0,secretaries,1,64,6,0,10,1
22894,5142241,f,1,1,0,270000,state_servant,higher_education,married,house,1,0,0,0,managers,2,45,23,0,43,1
19906,5117501,m,0,1,0,90000,commercial_associate,secondary,civil_marriage,house,1,1,0,0,low-skill_laborers,2,46,2,2,33,1
12014,5069002,f,0,1,0,202500,state_servant,secondary,married,house,1,0,0,0,medicine_staff,2,42,3,1,6,1
17141,5105588,f,1,1,1,135000,commercial_associate,secondary,married,house,1,0,0,0,sales_staff,3,31,3,2,31,1
6476,5045065,m,0,1,2,675000,state_servant,secondary,married,house,1,0,1,0,drivers,4,39,19,0,1,1
18322,5113858,m,0,0,0,135000,working,secondary,married,house,1,1,0,0,high_skill_tech_staff,2,29,4,0,9,1
3511,5025920,f,0,1,0,225000,state_servant,higher_education,married,house,1,0,0,0,high_skill_tech_staff,2,50,4,1,11,1
23299,5142918,f,0,0,1,292500,working,incomplete_higher,married,house,1,1,1,0,sales_staff,3,35,12,0,38,1
17051,5105380,m,1,1,1,324000,commercial_associate,secondary,married,municipal_apartment,1,0,1,0,managers,3,32,7,0,4,1
18753,5115432,m,1,1,0,360000,working,secondary,married,house,1,0,0,0,drivers,2,48,9,1,36,1
23276,5142888,f,0,0,0,81000,working,secondary,married,house,1,1,0,0,laborers,2,26,6,0,6,1
23963,5146298,f,0,0,0,67500,working,secondary,married,house,1,1,0,0,security_staff,2,50,11,0,3,1
4337,5029315,f,0,0,0,225000,state_servant,secondary,married,house,1,0,0,0,core_staff,2,42,24,0,3,1
10921,5067079,f,0,0,1,225000,state_servant,secondary,civil_marriage,house,1,1,1,0,managers,3,49,20,0,4,1
17949,5113272,m,1,1,1,450000,commercial_associate,higher_education,married,house,1,0,0,1,managers,3,42,5,1,41,1
14679,5091419,f,0,1,0,225000,working,higher_education,married,house,1,1,1,0,managers,2,45,9,0,3,1
8491,5053491,f,1,0,1,112500,commercial_associate,secondary,married,office_apartment,1,0,0,0,accountants,3,40,8,0,5,1
16396,5099766,f,0,1,1,135000,working,secondary,married,house,1,1,1,0,laborers,3,28,9,0,8,1
19723,5117227,m,0,1,0,36900,working,secondary,married,house,1,0,0,0,laborers,2,51,5,0,7,1
